593,99800,3
594,99430,1
595,99558,2
596,99790,3
597,99320,2
598,99122,2
599,99473,3
600,99622,3
601,99607,2
602,99532,3
603,99210,1
604,99793,1
605,99585,2
606,99959,1
607,99229,1
608,99224,2
609,99112,2
610,99440,1
611,99805,3
612,99165,3
613,99431,1
614,99132,1
615,99945,3
616,99458,3
617,99103,1
618,99644,3
619,99544,3
620,99836,2
621,99616,2
622,99256,2
623,99032,1
624,99325,2
625,99469,2
626,99711,2
627,99766,1
628,99825,3
629,99684,1
630,99302,1
631,99857,1
632,99118,2
633,99753,3
634,99521,2
635,99724,3
636,99610,1
637,99973,3
638,99775,1
639,99391,3
640,99915,1
641,99134,3
642,99635,3
643,99162,1
644,99682,3
645,99780,3
646,99122,1
647,99626,2
648,99773,2
649,99667,1
650,99218,1
651,99952,2
652,99615,2
653,99776,3
654,99315,1
655,99786,1
656,99378,3
657,99493,3
658,99370,2
659,99945,2
660,99799,2
661,99236,1
662,99738,3
663,99712,3
664,99645,2
665,99595,1
666,99448,1
667,99389,1
668,99642,2
669,99511,2
670,99989,1
671,99621,1
672,99436,1
673,99879,2
674,99706,2
675,99875,3
676,99038,2
677,99455,3
678,99202,2
679,99601,1
680,99189,3
681,99524,3
682,99064,3
683,99951,3
684,99176,3
685,99099,2
686,99628,1
687,99937,2
688,99005,2
689,99873,1
690,99703,3
691,99734,1
692,99030,2
693,99724,2
694,99418,1
695,99610,2
696,99402,1
697,99629,2
698,99673,3
699,99912,3
700,99052,3
701,99522,3
702,99377,1
703,99098,1
704,99126,1
705,99277,2
706,99539,3
707,99660,1
708,99166,2
709,99316,2
710,99072,2
711,99013,3
712,99702,2
713,99862,3
714,99780,3
715,99914,1
716,99503,1
717,99947,3
718,99883,2
719,99605,3
720,99751,2
721,99215,1
722,99492,3
723,99450,3
724,99126,1
725,99599,3
726,99643,2
727,99785,3
728,99521,2
729,99556,3
730,99751,2
731,99858,1
732,99104,1
733,99224,2
734,99514,3
735,99520,3
736,99997,1
737,99250,3
738,99413,1
739,99822,2
740,99957,2
741,99409,3
742,99769,3
743,99570,1
744,99894,1
745,99518,3
746,99480,1
747,99428,3
748,99631,3
749,99359,1
750,99700,1
751,99405,1
752,99760,3
753,99376,3
754,99345,3
755,99257,3
756,99164,2
757,99338,1
758,99603,3
759,99053,2
760,99631,2
761,99852,3
762,99023,2
763,99847,1
764,99582,3
765,99552,1
766,99616,1
767,99343,1
768,99836,3
769,99276,3
770,99696,1
771,99954,1
772,99942,3
773,99747,3
774,99898,3
775,99444,2
776,99815,1
777,99465,1
778,99697,2
779,99073,1
780,99072,3
781,99746,2
782,99837,3
783,99760,3
784,99443,1
785,99090,3
786,99543,2
787,99788,1
788,99237,3
789,99373,2
790,99947,3
791,99141,1
792,99153,2
793,99270,1
794,99520,2
795,99879,3
796,99561,2
797,99518,3
798,99333,3
799,99797,2
800,99132,1
801,99010,2
802,99225,1
803,99895,3
804,99909,1
805,99496,3
806,99960,1
807,99553,3
808,99687,1
809,99576,3
810,99506,2
811,99918,2
812,99560,3
813,99923,2
814,99999,1
815,99930,2
816,99468,2
817,99658,3
818,99571,3
819,99094,1
820,99922,2
821,99808,3
822,99749,1
823,99155,1
824,99636,2
825,99527,3
826,99273,1
827,99644,2
828,99423,3
829,99201,3
830,99426,1
831,99783,3
832,99925,2
833,99758,3
834,99680,1
835,99453,3
836,99388,1
837,99329,2
838,99139,3
839,99866,3
840,99279,2
841,99957,3
842,99387,3
843,99063,2
844,99089,1
845,99410,1
846,99043,1
847,99645,2
848,99192,2
849,99339,3
850,99688,1
851,99867,2
852,99285,3
853,99676,2
854,99459,2
855,99447,3
856,99196,1
857,99769,2
858,99976,3
859,99820,1
860,99102,3
861,99919,3
862,99889,1
863,99060,1
864,99725,1
865,99420,1
866,99040,3
867,99666,3
868,99771,1
869,99035,3
870,99038,2
871,99858,1
872,99879,3
873,99205,2
874,99292,1
875,99682,3
876,99670,1
877,99013,3
878,99193,1
879,99361,2
880,99598,3
881,99902,2
882,99115,2
883,99575,1
884,99838,3
885,99172,2
886,99511,1
887,99349,2
888,99611,1
889,99000,3
890,99102,3
891,99832,3
892,99140,1
893,99458,3
894,99797,3
895,99712,1
896,99317,2
897,99089,2
898,99196,3
899,99404,2
900,99109,2
901,99626,1
902,99374,1
903,99952,1
904,99335,2
905,99554,2
906,99430,1
907,99893,3
908,99228,2
909,99228,1
910,99366,2
911,99570,1
912,99910,1
913,99430,3
914,99569,1
915,99442,3
916,99151,2
917,99404,1
918,99564,1
919,99494,3
920,99029,1
921,99034,1
922,99539,2
923,99966,3
924,99353,3
925,99854,1
926,99645,3
927,99840,2
928,99430,3
929,99178,3
930,99841,2
931,99844,2
932,99884,2
933,99672,2
934,99205,1
935,99230,2
936,99295,3
937,99590,3
938,99367,2
939,99566,3
940,99464,3
941,99869,1
942,99583,1
943,99374,2
944,99275,3
945,99685,3
946,99197,2
947,99012,3
948,99143,1
949,99320,1
950,99987,1
951,99734,2
952,99890,3
953,99781,1
954,99581,3
955,99713,1
956,99336,3
957,99753,1
958,99892,3
959,99980,1
960,99300,1
961,99852,3
962,99885,2
963,99886,2
964,99570,2
965,99854,1
966,99498,1
967,99937,2
968,99674,1
969,99920,2
970,99287,2
971,99557,1
972,99658,1
973,99243,2
974,99922,1
975,99770,3
976,99670,3
977,99197,3
978,99817,3
979,99952,2
980,99946,2
981,99834,3
982,99584,2
983,99349,1
984,99258,3
985,99843,3
986,99046,2
987,99972,2
988,99249,1
989,99110,1
990,99845,2
991,99555,1
992,99531,3
993,99775,3
994,99612,1
995,99444,1
996,99147,1
997,99967,2
998,99031,3
999,99866,1
1000,99167,1
